age,annual_income,avg_monthly_spend,credit_utilization,tenure_years,num_products,risk_score
64,106327.0,1878.0,0.0,3.4,2,17.7
73,121721.0,2226.0,0.23,9.5,6,21.1
39,92834.0,3311.0,0.23,10.4,1,25.7
31,68568.0,3077.0,0.28,0.9,3,42.8
43,73171.0,1327.0,0.16,0.7,1,30.8
45,99220.0,3331.0,0.14,5.0,6,25.7
40,65734.0,2961.0,0.06,1.8,2,20.7
31,42711.0,718.0,0.6,0.1,1,53.8
41,97289.0,2516.0,0.04,11.0,2,19.3
19,69928.0,3310.0,0.0,1.0,1,20.2
62,92516.0,1793.0,0.15,13.2,3,26.1
43,75614.0,2790.0,0.06,6.3,1,23.2
31,53446.0,1795.0,0.41,7.2,2,40.6
73,122499.0,2661.0,0.11,1.1,1,27.8
68,137581.0,2488.0,0.0,1.3,1,16.3
24,69343.0,2317.0,0.22,3.7,6,31.0
20,69536.0,2863.0,0.22,0.9,3,39.3
64,119096.0,2689.0,0.29,1.8,2,36.2
40,77998.0,3097.0,0.19,1.9,1,29.0
63,121850.0,4250.0,0.0,0.9,1,20.6
60,113175.0,3236.0,0.0,1.1,3,13.6
64,128392.0,4983.0,0.0,7.8,4,17.0
62,97507.0,2249.0,0.12,0.9,3,35.4
35,45928.0,1465.0,0.46,0.1,4,43.5
55,111679.0,3906.0,0.0,5.0,1,18.7
52,97647.0,3120.0,0.38,18.6,1,32.9
68,107159.0,3206.0,0.41,2.0,1,43.4
32,64798.0,2680.0,0.07,0.6,1,23.6
42,118720.0,4575.0,0.01,4.2,2,21.9
72,106767.0,4055.0,0.01,11.8,6,8.6
54,82000.0,3804.0,0.08,7.7,1,24.0
45,85279.0,4245.0,0.27,4.9,1,34.1
27,80107.0,2850.0,0.37,1.9,1,32.2
56,131376.0,3715.0,0.0,3.9,1,19.8
74,128660.0,5485.0,0.0,0.5,1,20.3
34,51744.0,1107.0,0.26,5.7,1,28.4
56,126763.0,4280.0,0.0,6.5,1,17.4
39,76508.0,2613.0,0.28,16.8,4,21.6
43,69034.0,3414.0,0.29,1.5,1,33.2
61,87009.0,4324.0,0.25,0.1,1,35.3
42,92945.0,4025.0,0.21,3.9,2,22.0
34,74382.0,2413.0,0.14,6.1,3,19.5
30,71176.0,2485.0,0.36,7.8,1,32.7
37,93698.0,2560.0,0.35,1.1,1,40.8
42,68368.0,3031.0,0.07,1.5,1,25.5
21,75692.0,3145.0,0.32,3.0,2,33.4
27,54613.0,2315.0,0.19,2.0,1,25.6
20,86460.0,1841.0,0.01,2.0,4,20.4
58,108581.0,3252.0,0.11,3.2,3,25.4
62,90596.0,3133.0,0.0,8.0,6,12.3
35,41619.0,867.0,0.63,4.3,3,64.9
64,118934.0,3444.0,0.0,7.4,2,17.0
53,87987.0,1723.0,0.32,2.0,2,37.2
64,104467.0,5080.0,0.22,8.9,4,26.8
39,88293.0,3683.0,0.05,1.6,1,26.9
51,106356.0,3973.0,0.04,3.9,2,23.0
64,125156.0,2941.0,0.0,1.2,4,10.7
25,42377.0,1178.0,0.2,3.2,3,27.0
57,119788.0,2573.0,0.0,1.9,1,16.8
66,100514.0,3471.0,0.0,1.6,1,19.1
61,69356.0,3053.0,0.35,17.1,4,34.9
36,55523.0,961.0,0.23,0.9,1,27.7
59,104070.0,2093.0,0.06,7.7,1,19.2
58,84918.0,2064.0,0.07,20.7,4,21.9
54,93479.0,3783.0,0.14,0.1,1,28.3
23,62674.0,2912.0,0.3,5.0,2,32.0
69,110079.0,4598.0,0.15,1.5,2,21.4
43,74185.0,2535.0,0.32,0.2,1,36.9
51,72440.0,1461.0,0.45,2.6,4,40.2
73,117929.0,4933.0,0.19,13.7,4,22.5
62,73426.0,1482.0,0.65,0.1,1,61.6
23,47310.0,1337.0,0.24,4.4,1,32.2
54,80883.0,2178.0,0.25,3.5,1,30.7
74,115209.0,3300.0,0.02,10.3,1,7.0
50,86800.0,2400.0,0.2,0.4,1,35.9
70,128399.0,5432.0,0.06,5.7,3,18.6
39,100552.0,2251.0,0.0,5.7,3,17.5
38,58833.0,2639.0,0.23,5.5,2,26.5
23,87492.0,3961.0,0.0,5.0,1,15.3
23,45911.0,1516.0,0.46,5.0,1,42.1
72,118988.0,2404.0,0.0,0.2,2,13.2
65,115663.0,4146.0,0.0,3.2,1,13.8
21,91869.0,4045.0,0.0,2.5,1,18.6
47,78266.0,2060.0,0.3,1.9,1,38.5
28,36649.0,1634.0,0.54,3.0,1,47.3
47,108756.0,4267.0,0.0,2.4,1,12.7
48,75099.0,3723.0,0.0,2.8,1,16.7
41,73776.0,3258.0,0.34,19.4,1,34.3
72,99634.0,2330.0,0.39,0.5,3,38.3
26,55819.0,1766.0,0.45,8.0,3,43.1
72,103794.0,2088.0,0.29,3.3,1,32.2
20,64147.0,1218.0,0.2,2.0,3,36.3
68,112812.0,4535.0,0.16,8.9,2,22.2
48,77384.0,3645.0,0.44,2.2,1,48.5
57,113338.0,5567.0,0.0,2.8,3,23.6
54,98625.0,2533.0,0.52,2.6,1,57.6
53,65909.0,1542.0,0.26,2.3,5,27.5
41,92996.0,3287.0,0.04,13.0,2,8.8
48,90373.0,2111.0,0.33,8.8,3,41.2
23,78461.0,2082.0,0.03,0.6,2,26.6
19,54659.0,2436.0,0.29,0.6,2,34.1
37,62524.0,2731.0,0.2,2.8,1,14.2
45,80936.0,3764.0,0.01,0.5,2,21.0
28,75659.0,2477.0,0.45,4.8,2,37.0
21,43639.0,1548.0,0.28,0.8,3,32.1
32,61796.0,2617.0,0.4,3.7,3,43.0
23,54275.0,1337.0,0.36,0.0,3,43.4
71,97959.0,4320.0,0.44,1.9,3,53.1
66,97855.0,1688.0,0.25,5.7,1,29.9
47,88988.0,3849.0,0.0,3.3,1,13.4
73,135637.0,5769.0,0.0,19.1,2,14.5
55,100757.0,2693.0,0.0,10.4,2,16.4
68,110912.0,4540.0,0.43,2.2,1,42.7
74,106331.0,2531.0,0.17,0.2,2,30.1
19,69227.0,2483.0,0.32,1.0,1,36.7
32,74903.0,2998.0,0.02,12.1,2,18.5
28,52999.0,2146.0,0.25,8.6,1,39.1
25,73480.0,3632.0,0.03,0.7,1,17.9
43,89994.0,2046.0,0.27,25.0,4,24.9
68,99397.0,3250.0,0.0,1.5,1,11.7
62,102879.0,4733.0,0.08,6.4,4,15.8
61,95808.0,3390.0,0.21,11.9,2,28.9
22,95903.0,4400.0,0.14,1.3,1,27.3
23,65576.0,2042.0,0.31,5.0,1,30.1
43,84401.0,3644.0,0.02,1.9,1,20.5
71,122290.0,5585.0,0.07,18.7,4,18.8
21,75887.0,3406.0,0.0,1.7,1,11.9
36,71949.0,3289.0,0.17,15.3,2,31.1
37,65551.0,1572.0,0.03,0.3,1,24.5
50,102664.0,3213.0,0.2,6.2,2,32.0
37,71776.0,1614.0,0.23,3.8,2,31.7
66,93152.0,2113.0,0.24,3.2,1,41.2
29,45830.0,1509.0,0.39,1.3,2,47.6
64,129739.0,6314.0,0.0,6.1,2,14.9
18,53575.0,1950.0,0.15,0.0,1,33.0
43,72756.0,3283.0,0.53,4.0,1,46.0
31,63685.0,3051.0,0.57,1.5,2,52.0
55,108112.0,2114.0,0.4,15.6,4,43.4
54,90399.0,1995.0,0.0,0.1,1,21.9
28,41859.0,1103.0,0.42,1.1,1,47.8
53,98488.0,3666.0,0.24,1.4,3,39.7
30,84125.0,1575.0,0.0,2.7,1,21.3
60,119122.0,5109.0,0.02,1.3,1,16.4
20,45610.0,857.0,0.34,2.0,1,47.8
50,109038.0,2393.0,0.0,10.3,3,17.2
23,60794.0,1787.0,0.05,5.0,2,23.2
67,129017.0,4549.0,0.09,4.3,3,23.5
73,126205.0,5812.0,0.0,0.5,1,25.3
27,39576.0,1931.0,0.74,5.9,1,70.9
22,82601.0,3812.0,0.26,0.9,1,33.2
40,78777.0,1594.0,0.35,7.7,6,42.3
27,71052.0,2679.0,0.16,1.4,2,28.9
61,83039.0,2607.0,0.27,2.7,1,24.5
19,60380.0,1260.0,0.45,1.0,4,39.3
30,82544.0,2903.0,0.0,9.8,6,17.0
57,127430.0,3639.0,0.0,0.7,2,24.7
19,73806.0,2081.0,0.25,1.0,2,37.6
37,82713.0,1639.0,0.37,0.8,2,45.5
18,28434.0,1402.0,0.75,0.0,2,78.2
54,96784.0,3955.0,0.0,11.8,2,16.5
26,52312.0,1361.0,0.17,2.9,3,27.1
34,74325.0,3512.0,0.31,3.3,1,36.2
26,42955.0,2073.0,0.62,8.0,5,60.9
28,60447.0,2640.0,0.13,3.7,5,19.6
32,60642.0,2343.0,0.35,3.3,3,45.3
41,70978.0,2073.0,0.0,4.3,2,17.8
55,87926.0,2738.0,0.3,5.8,1,30.9
72,114362.0,3641.0,0.29,0.6,1,30.0
52,96693.0,4670.0,0.0,8.6,3,22.9
47,48923.0,2055.0,0.47,2.9,2,42.1
48,51954.0,1372.0,0.4,0.4,2,44.0
66,104120.0,3903.0,0.11,7.7,3,17.6
22,53433.0,1948.0,0.29,2.4,1,46.2
61,106037.0,4638.0,0.0,0.5,2,20.2
67,99485.0,1974.0,0.0,5.0,1,10.6
31,67342.0,2697.0,0.36,10.6,4,34.1
70,115898.0,3211.0,0.05,10.9,1,24.5
73,106582.0,2237.0,0.06,15.8,2,10.5
28,78802.0,3236.0,0.33,10.0,2,32.5
26,63855.0,1770.0,0.06,0.0,1,29.6
51,99404.0,4076.0,0.44,2.4,2,46.6
29,65833.0,1454.0,0.54,8.5,2,42.1
52,123955.0,6140.0,0.0,2.3,1,19.9
52,101346.0,4403.0,0.06,4.6,1,20.7
18,44280.0,1165.0,0.79,0.0,3,67.9
57,110715.0,4578.0,0.19,2.3,2,35.1
39,52236.0,1107.0,0.52,11.7,6,46.1
46,86994.0,3345.0,0.17,3.5,1,27.7
25,64787.0,1209.0,0.25,3.1,1,32.9
28,65565.0,1821.0,0.26,10.0,3,35.7
58,94593.0,4662.0,0.02,3.4,1,15.8
54,79616.0,1648.0,0.2,1.0,2,20.7
31,55360.0,2025.0,0.46,3.6,3,44.7
47,87931.0,1672.0,0.0,8.4,3,17.5
52,75697.0,2951.0,0.27,7.5,1,29.9
38,102153.0,2651.0,0.05,7.8,1,16.3
54,55187.0,1490.0,0.48,6.2,5,44.0
22,51548.0,1440.0,0.14,1.5,1,27.7
36,74856.0,1760.0,0.39,9.9,4,31.9
31,74811.0,3595.0,0.32,11.2,3,36.8
43,67861.0,3180.0,0.19,1.1,2,17.7
21,72214.0,3298.0,0.35,0.7,1,43.6
42,59493.0,1203.0,0.11,18.6,6,18.4
62,95908.0,2345.0,0.05,10.1,4,20.4
59,110111.0,4082.0,0.44,11.2,2,30.7
42,96003.0,4705.0,0.08,10.9,2,20.3
35,50940.0,1876.0,0.28,3.9,3,32.1
57,138076.0,3807.0,0.0,5.2,2,25.3
25,46538.0,2044.0,0.29,3.9,2,37.1
56,77517.0,1642.0,0.24,0.3,1,28.6
57,105941.0,4879.0,0.08,6.8,1,12.9
31,61976.0,3046.0,0.3,3.5,2,33.2
49,81359.0,3980.0,0.03,5.2,1,23.4
68,120535.0,2602.0,0.08,3.5,1,28.6
55,73091.0,2557.0,0.11,3.4,2,25.6
50,64468.0,2331.0,0.25,0.9,1,34.8
40,69039.0,1599.0,0.13,1.6,3,25.0
32,84569.0,2951.0,0.18,0.9,1,30.1
50,81689.0,3122.0,0.21,1.1,2,38.4
42,104387.0,2884.0,0.05,18.1,4,11.9
34,88815.0,2415.0,0.06,0.8,1,26.3
50,94244.0,1760.0,0.0,1.6,1,16.5
64,111896.0,5434.0,0.0,4.5,1,22.7
72,120630.0,5242.0,0.06,4.7,3,23.7
19,55196.0,2317.0,0.19,0.8,1,35.9
31,61706.0,1073.0,0.44,7.9,1,51.8
70,110247.0,4132.0,0.13,7.7,3,10.8
57,82351.0,1868.0,0.1,1.4,1,28.9
57,65249.0,2527.0,0.1,1.7,1,27.7
68,128161.0,4790.0,0.0,13.9,2,14.9
56,99559.0,4487.0,0.39,8.7,4,40.2
68,111693.0,2813.0,0.15,6.0,1,27.0
23,63577.0,1118.0,0.21,0.4,1,33.9
23,45174.0,2129.0,0.2,2.7,3,35.3
20,38984.0,1830.0,0.4,2.0,1,47.2
24,54545.0,1738.0,0.26,1.0,3,34.7
68,132121.0,2546.0,0.08,3.0,2,22.2
25,42469.0,1413.0,0.18,4.6,2,28.4
59,61394.0,2096.0,0.3,2.0,1,34.6
69,104979.0,4625.0,0.36,7.6,1,46.6
32,85540.0,3470.0,0.12,9.2,2,15.9
64,80812.0,1538.0,0.0,2.0,2,22.7
46,67496.0,2712.0,0.2,9.1,2,31.0
50,93953.0,1991.0,0.05,0.5,1,20.1
69,151349.0,2974.0,0.0,9.1,4,16.7
47,66027.0,1978.0,0.24,0.8,1,40.3
56,76246.0,1467.0,0.23,0.4,2,31.7
44,87880.0,3894.0,0.31,5.1,2,42.6
53,111670.0,3585.0,0.09,3.2,1,29.1
46,75839.0,2748.0,0.32,11.9,1,29.1
55,71679.0,2573.0,0.31,2.3,1,31.6
74,125306.0,6174.0,0.0,1.7,2,19.9
50,99223.0,4683.0,0.09,3.5,1,17.4
54,121480.0,5463.0,0.05,3.0,1,6.9
44,92654.0,2728.0,0.25,2.1,1,31.2
72,128821.0,2770.0,0.25,5.9,2,42.6
50,86068.0,3132.0,0.09,7.1,2,19.2
21,91823.0,2878.0,0.05,3.0,1,23.3
39,70828.0,1713.0,0.25,18.0,1,29.3
19,43621.0,869.0,0.28,1.0,1,36.0
27,89543.0,2794.0,0.0,6.3,1,15.0
22,34286.0,1315.0,0.28,2.5,2,41.4
27,34689.0,1301.0,0.34,5.7,1,37.4
50,91793.0,3898.0,0.0,3.2,3,17.8
71,115174.0,3711.0,0.32,25.4,8,30.1
55,92582.0,2536.0,0.07,6.5,4,15.7
30,80909.0,2801.0,0.13,12.0,2,15.1
48,73977.0,3637.0,0.25,9.0,2,22.0
64,107763.0,1958.0,0.0,11.7,1,16.7
53,88198.0,3024.0,0.41,8.4,2,39.2
62,91032.0,2516.0,0.18,3.1,3,33.4
41,78272.0,1579.0,0.18,1.5,1,30.6
69,125589.0,3913.0,0.03,2.3,1,13.9
73,149409.0,5683.0,0.0,0.1,1,18.2
32,77091.0,2642.0,0.2,3.7,3,34.8
46,47537.0,839.0,0.34,3.5,1,37.3
25,59428.0,2138.0,0.08,3.7,3,28.6
22,57147.0,1394.0,0.25,4.0,3,30.4
46,99243.0,2784.0,0.14,12.1,3,25.4
64,109572.0,2967.0,0.19,0.9,1,22.0
21,73996.0,3351.0,0.38,2.3,2,40.3
29,70675.0,1290.0,0.1,2.8,2,22.4
62,127782.0,3612.0,0.0,2.2,1,11.8
19,46219.0,1379.0,0.1,1.0,1,30.9
44,84965.0,3169.0,0.25,3.7,1,29.6
48,100000.0,4297.0,0.26,4.2,2,29.4
68,103017.0,4216.0,0.0,9.6,2,21.5
68,99750.0,4165.0,0.03,8.2,2,18.2
53,84160.0,1942.0,0.0,0.7,3,23.5
53,82362.0,3876.0,0.37,6.3,2,30.1
43,89438.0,2725.0,0.0,2.9,3,14.5
60,74478.0,1269.0,0.66,1.7,1,69.0
44,59460.0,2315.0,0.19,0.3,3,35.2
22,84341.0,3104.0,0.26,3.3,3,28.4
37,63524.0,1325.0,0.06,2.2,2,23.8
28,66600.0,3241.0,0.21,1.4,1,26.6
27,40063.0,1418.0,0.29,5.9,2,41.4
57,99812.0,3225.0,0.18,7.3,2,15.8
55,85215.0,2551.0,0.06,1.4,2,24.4
23,34154.0,808.0,0.38,0.3,1,44.1
25,80054.0,3877.0,0.04,7.0,1,13.0
40,95738.0,3836.0,0.1,0.1,1,24.3
64,105190.0,3743.0,0.0,13.8,1,14.6
43,96591.0,3642.0,0.0,4.9,1,8.5
63,134149.0,5994.0,0.31,1.9,3,31.2
60,113311.0,4290.0,0.0,1.4,1,18.5
29,71995.0,1475.0,0.26,0.0,1,31.2
43,84584.0,3376.0,0.0,1.3,1,17.0
30,75742.0,2689.0,0.07,0.7,2,23.7
57,92941.0,4543.0,0.21,4.7,1,25.6
35,67850.0,2790.0,0.1,0.9,2,25.1
42,87163.0,2452.0,0.02,3.8,1,20.7
50,82892.0,1756.0,0.17,4.5,1,31.7
64,101313.0,3317.0,0.0,1.8,2,12.8
57,98403.0,3868.0,0.02,0.2,2,18.0
60,119259.0,2692.0,0.43,0.2,1,48.8
29,47810.0,1832.0,0.25,0.1,1,27.6
61,114588.0,5063.0,0.06,6.7,5,20.5
53,105477.0,2310.0,0.32,1.9,2,38.2
65,119787.0,4815.0,0.0,8.0,3,2.9
21,43099.0,816.0,0.18,2.8,2,26.6
22,31010.0,525.0,0.44,3.0,1,46.6
73,125996.0,2237.0,0.0,3.6,4,17.1
54,97613.0,3682.0,0.0,6.2,4,14.3
25,75066.0,3687.0,0.24,1.6,1,34.1
59,90292.0,3826.0,0.0,0.6,4,24.6
66,120602.0,3033.0,0.24,4.1,4,34.8
45,99816.0,1902.0,0.48,2.0,1,43.7
48,86170.0,3207.0,0.52,2.9,4,42.6
26,67454.0,1131.0,0.32,5.2,3,39.1
71,120929.0,5210.0,0.18,3.4,1,23.0
68,99278.0,2459.0,0.0,4.8,3,14.8
46,93166.0,2482.0,0.0,3.9,1,18.9
31,91537.0,2575.0,0.13,6.7,2,30.0
57,98733.0,4158.0,0.0,6.1,2,23.2
58,77686.0,1983.0,0.22,3.8,3,31.7
39,66492.0,1739.0,0.27,5.7,1,30.4
28,36909.0,1281.0,0.67,10.0,5,49.2
40,97354.0,3125.0,0.11,2.8,7,34.8
18,63062.0,3060.0,0.05,0.0,2,21.5
63,98079.0,2496.0,0.22,7.2,1,32.9
54,73529.0,1451.0,0.06,4.4,2,22.1
38,63101.0,2190.0,0.4,0.4,3,41.6
43,72026.0,1643.0,0.29,11.1,2,29.0
63,107241.0,3266.0,0.2,0.2,1,25.1
53,94736.0,2170.0,0.21,6.9,2,34.8
71,135321.0,6229.0,0.18,7.1,2,26.5
40,67609.0,1865.0,0.03,15.3,2,20.9
74,96177.0,4087.0,0.0,0.3,1,17.6
18,34245.0,1654.0,0.59,0.0,1,54.2
71,114855.0,5515.0,0.0,2.8,1,12.9
72,105470.0,3603.0,0.0,2.0,1,17.4
68,107220.0,5301.0,0.11,0.5,1,20.3
57,91589.0,3529.0,0.16,4.1,1,29.3
32,83254.0,1744.0,0.35,3.3,1,39.6
38,66796.0,3091.0,0.09,0.6,1,32.4
64,101140.0,3266.0,0.24,4.7,1,24.7
26,71959.0,1566.0,0.37,6.7,1,44.6
70,105525.0,4543.0,0.0,7.3,2,11.3
26,67548.0,2532.0,0.09,8.0,7,22.7
27,67372.0,3104.0,0.53,2.6,1,44.7
69,114926.0,5085.0,0.0,15.3,6,13.0
74,101784.0,2782.0,0.07,10.0,5,6.6
70,132447.0,3339.0,0.0,1.8,2,15.7
43,114910.0,4726.0,0.0,0.9,1,20.1
58,99732.0,3568.0,0.08,2.9,1,32.1
52,76705.0,1457.0,0.09,2.6,2,13.6
69,113237.0,2573.0,0.06,4.3,4,21.2
42,95248.0,2068.0,0.04,4.4,1,17.7
43,72372.0,2629.0,0.25,6.9,2,21.8
28,61667.0,1204.0,0.57,3.6,1,46.8
55,101110.0,2385.0,0.0,0.6,1,17.4
19,70846.0,2469.0,0.21,1.0,3,34.5
24,70431.0,1486.0,0.12,1.9,2,26.6
35,84253.0,2101.0,0.25,17.0,5,19.5
44,76406.0,3583.0,0.12,0.6,1,17.5
51,97229.0,3880.0,0.0,15.9,3,13.7
44,71971.0,1936.0,0.05,0.5,1,21.7
34,83483.0,3833.0,0.05,1.3,1,30.4
60,119268.0,2983.0,0.0,0.2,1,18.1
61,111500.0,4048.0,0.0,6.1,1,22.5
68,106089.0,3071.0,0.0,9.5,1,17.7
71,112144.0,4681.0,0.03,2.8,1,24.7
41,106298.0,3088.0,0.3,13.2,2,33.5
42,75139.0,1876.0,0.34,4.5,3,40.3
24,74550.0,2753.0,0.38,5.0,1,28.8
69,117883.0,4893.0,0.5,9.3,6,43.6
23,52588.0,1817.0,0.51,1.8,2,46.6
70,93830.0,3804.0,0.29,2.2,1,42.3
41,82374.0,2532.0,0.46,11.8,4,36.1
50,91367.0,3945.0,0.0,11.6,1,12.5
66,136298.0,4930.0,0.0,18.8,3,14.2
46,72297.0,1678.0,0.11,11.6,2,21.7
60,136422.0,6324.0,0.0,0.7,3,20.5
39,82482.0,3675.0,0.12,8.7,4,28.4
43,87267.0,4258.0,0.02,2.6,1,21.1
45,75104.0,2676.0,0.23,23.4,5,18.5
67,115121.0,4512.0,0.08,3.2,1,16.5
38,82696.0,3759.0,0.0,4.0,1,20.3
66,123260.0,2270.0,0.08,3.8,1,18.9
24,44125.0,2077.0,0.55,1.9,1,50.5
34,91902.0,2362.0,0.14,0.4,1,33.6
37,79821.0,1482.0,0.44,11.3,2,39.3
58,108723.0,2673.0,0.0,8.1,1,13.5
66,105886.0,3834.0,0.02,0.8,1,19.4
37,60478.0,1104.0,0.23,7.5,1,28.4
71,116291.0,1941.0,0.25,4.9,3,27.3
39,79609.0,3023.0,0.03,2.6,1,28.9
45,63219.0,2009.0,0.36,1.5,1,37.8
57,110299.0,4943.0,0.33,9.8,2,38.8
66,124148.0,3135.0,0.47,6.0,1,39.7
24,47855.0,1245.0,0.27,4.0,4,36.8
18,36261.0,698.0,0.46,0.0,1,48.6
49,84256.0,2917.0,0.27,0.5,1,35.9
30,66358.0,1915.0,0.73,3.2,2,62.7
47,82437.0,2307.0,0.25,1.1,2,36.4
40,77086.0,2461.0,0.26,1.2,1,33.6
68,114922.0,5170.0,0.05,5.4,3,19.2
73,97076.0,1958.0,0.0,12.1,3,16.5
36,54401.0,1856.0,0.46,2.6,2,40.5
49,47966.0,1114.0,0.39,1.2,2,36.0
47,100538.0,2387.0,0.0,5.2,3,18.1
46,85428.0,2155.0,0.44,10.2,4,30.9
66,124918.0,3995.0,0.0,6.9,2,8.0
62,87334.0,2895.0,0.05,10.2,4,26.8
46,85566.0,3912.0,0.3,3.8,2,43.6
47,89622.0,4159.0,0.0,7.0,3,13.7
33,61173.0,2216.0,0.19,0.8,2,36.2
57,75099.0,1956.0,0.33,2.1,1,43.7
36,99388.0,4368.0,0.06,2.5,2,24.4
35,92989.0,4007.0,0.29,3.6,1,35.0
18,45871.0,1985.0,0.38,0.0,1,46.1
31,74853.0,1288.0,0.13,10.4,2,26.2
68,104328.0,4360.0,0.0,0.7,1,22.8
64,91869.0,4142.0,0.0,0.9,1,11.8
67,137809.0,5076.0,0.0,2.2,2,29.0
19,27969.0,1167.0,0.25,1.0,1,46.3
71,110917.0,4718.0,0.08,4.8,4,12.6
45,85265.0,2861.0,0.06,11.7,5,20.2
66,133969.0,5866.0,0.0,16.4,5,21.6
67,123849.0,5335.0,0.13,5.3,1,30.0
47,61316.0,2894.0,0.29,9.1,1,37.9
55,95959.0,4546.0,0.0,3.7,2,10.9
68,111916.0,3841.0,0.16,1.2,1,32.9
21,51775.0,917.0,0.31,3.0,2,38.2
18,60897.0,1054.0,0.25,0.0,3,39.0
25,38863.0,1864.0,0.42,6.8,4,36.4
46,79070.0,2207.0,0.02,1.2,2,15.2
72,123582.0,3615.0,0.0,2.3,1,18.1
56,107394.0,3472.0,0.0,2.3,2,16.9
20,56241.0,1436.0,0.1,2.0,2,24.0
49,84474.0,3070.0,0.0,2.9,2,16.1
27,60601.0,2595.0,0.15,7.0,2,24.1
27,73506.0,1856.0,0.01,6.9,1,13.7
36,73709.0,3054.0,0.27,1.5,1,35.1
63,89972.0,3515.0,0.08,4.2,2,15.3
51,72698.0,2485.0,0.07,11.2,4,21.2
50,67655.0,1862.0,0.02,3.2,1,20.5
40,99834.0,4568.0,0.0,14.5,8,6.1
72,128512.0,3867.0,0.0,1.2,4,26.0
45,82403.0,2402.0,0.14,0.4,2,24.2
49,81993.0,3119.0,0.06,11.1,3,23.8
67,101791.0,4819.0,0.0,9.4,3,16.7
24,75199.0,2527.0,0.14,6.0,2,30.4
46,113767.0,4637.0,0.01,5.7,2,18.3
25,50919.0,1624.0,0.5,7.0,2,48.9
18,68676.0,1646.0,0.29,0.0,1,42.6
74,119220.0,2480.0,0.0,9.3,2,24.6
72,113214.0,2401.0,0.06,4.2,1,26.6
20,76563.0,1330.0,0.31,2.0,1,39.7
41,79048.0,2774.0,0.24,13.6,2,20.3
40,82445.0,1734.0,0.37,2.8,1,28.3
25,63724.0,2901.0,0.08,3.9,1,22.4
71,90816.0,4489.0,0.0,3.0,2,14.9
74,123126.0,4087.0,0.24,4.2,2,28.5
64,98360.0,3114.0,0.11,3.2,2,24.6
54,73483.0,2077.0,0.32,0.2,1,42.5
20,46243.0,1754.0,0.26,2.0,1,31.2
68,103719.0,3831.0,0.0,2.9,2,22.9
50,105448.0,2964.0,0.23,4.4,3,31.7
45,68043.0,1912.0,0.05,0.7,1,22.7
64,94952.0,3623.0,0.39,0.0,1,53.0
25,63531.0,2233.0,0.15,1.4,3,29.3
51,71313.0,2897.0,0.06,6.1,2,20.3
52,82515.0,3965.0,0.29,0.5,1,39.5
49,63833.0,2723.0,0.59,12.0,3,57.9
41,93000.0,2493.0,0.0,1.2,2,19.1
31,62680.0,2631.0,0.08,1.1,2,26.4
49,88561.0,2805.0,0.08,1.0,1,23.6
73,131340.0,5594.0,0.0,0.1,1,19.4
63,94766.0,4380.0,0.07,7.4,3,17.9
60,97320.0,2433.0,0.28,10.4,4,28.2
33,53755.0,1324.0,0.3,4.8,2,44.2
21,39322.0,1222.0,0.6,1.0,3,52.6
69,98991.0,1820.0,0.0,1.7,2,11.4
54,87413.0,3455.0,0.13,3.2,1,26.5
71,109428.0,4558.0,0.0,15.4,5,17.0
38,79929.0,2252.0,0.28,1.4,1,42.1
31,53832.0,1732.0,0.25,6.6,2,25.8
48,92394.0,3358.0,0.18,2.9,1,35.1
72,123675.0,2365.0,0.0,1.8,1,29.4
65,100983.0,4077.0,0.05,3.0,2,17.8
35,59929.0,2051.0,0.27,0.4,1,35.1
24,60076.0,2251.0,0.18,6.0,5,21.5
27,59356.0,2421.0,0.21,1.4,2,41.0
24,62105.0,2434.0,0.33,6.0,1,29.3
50,113548.0,2253.0,0.23,0.4,3,31.7
40,79030.0,3379.0,0.39,15.5,3,39.2
38,66012.0,2443.0,0.44,1.1,4,42.2
36,59837.0,2423.0,0.09,10.7,1,14.5
65,95217.0,2417.0,0.19,8.3,5,27.0
36,51259.0,1233.0,0.43,17.2,3,48.8
53,107591.0,4756.0,0.0,3.2,3,17.0
46,51701.0,1534.0,0.33,6.5,1,35.3
35,79322.0,2843.0,0.0,2.3,1,13.2
19,39779.0,1394.0,0.71,1.0,2,63.8
18,43914.0,1588.0,0.32,0.0,2,43.3
64,93330.0,1772.0,0.18,0.9,1,27.0
22,78088.0,2089.0,0.21,4.0,1,33.1
37,74645.0,1409.0,0.19,0.5,1,27.9
28,75456.0,2465.0,0.1,4.4,4,14.1
59,120308.0,5623.0,0.0,4.9,1,19.7
19,55251.0,1638.0,0.1,1.0,1,35.6
20,36066.0,1542.0,0.38,2.0,1,35.6
40,74690.0,1960.0,0.27,0.6,1,37.0
72,105266.0,4759.0,0.51,4.0,2,55.1
29,57247.0,1755.0,0.16,1.7,1,28.1
37,72981.0,2080.0,0.18,14.1,5,16.0
22,54388.0,2171.0,0.52,4.0,4,49.4
54,100982.0,3409.0,0.03,18.0,4,19.7
55,104360.0,2913.0,0.0,0.2,2,17.4
47,84388.0,1570.0,0.19,1.7,1,31.9
26,67252.0,1494.0,0.09,1.1,3,19.5
51,82960.0,3518.0,0.4,0.1,2,43.4
70,133722.0,6333.0,0.21,1.4,2,33.8
61,94717.0,2112.0,0.3,5.7,5,35.8
52,110358.0,3934.0,0.0,1.3,2,17.2
