customer_id,age,income,tenure_years,avg_monthly_usage,monthly_charges,contract_type,payment_method,region,customer_segment,has_dependents,paperless_billing,churn
3313,69,72618,6.8,31.384692183409808,63.09,Two Year,Bank Transfer,North,Medium,1,1,0
3314,28,38276,0.2,63.39645443685351,68.52,Month-to-Month,Credit Card,East,Medium,0,1,1
3315,37,37372,7.5,68.10828593150558,57.98,Month-to-Month,Mailed Check,East,Low,1,1,1
3316,47,17238,6.7,52.44127887516726,59.58,One Year,Electronic Check,North,Medium,0,1,0
3317,41,34315,2.5,71.07522088576191,70.9,Month-to-Month,Electronic Check,East,Medium,0,0,0
3318,29,23190,2.4,57.6577331296741,41.63,Month-to-Month,Credit Card,East,Medium,0,0,1
3319,56,31097,1.6,76.90833858081001,57.78,One Year,Electronic Check,North,Medium,1,1,1
3320,72,21938,18.0,27.600304511334624,25.95,Two Year,Credit Card,East,High,0,1,0
3321,44,31354,0.4,48.72204530187635,49.9,One Year,Electronic Check,East,Low,0,1,0
3322,30,32100,3.1,53.707363428681376,42.25,Month-to-Month,Bank Transfer,South,Low,0,1,1
3323,21,42328,4.0,6.900267079515714,39.44,One Year,Credit Card,West,Medium,0,0,0
3324,45,16512,9.5,35.45285079558637,34.04,Two Year,Credit Card,South,Low,1,1,0
3325,56,18123,5.3,40.35521342154185,38.03,Month-to-Month,Bank Transfer,North,High,1,0,0
3326,48,48974,3.6,72.06770790682029,53.06,Month-to-Month,Electronic Check,East,Low,1,1,1
3327,41,25884,0.4,42.27681976633719,58.55,Two Year,Bank Transfer,East,Low,1,1,1
3328,34,72474,1.6,40.274578228492416,30.75,Month-to-Month,Credit Card,West,High,0,1,0
3329,27,45428,0.5,69.71474405181145,61.17,Month-to-Month,Electronic Check,North,Low,0,0,0
3330,52,56034,7.5,25.87760837577902,42.9,Month-to-Month,Bank Transfer,South,Low,0,0,1
3331,53,87193,4.8,17.7176067860157,49.63,Month-to-Month,Credit Card,South,Low,1,0,1
3332,21,33848,5.0,48.49133859875177,24.94,One Year,Credit Card,West,High,0,1,0
3333,62,29261,3.7,28.941278174589605,51.19,Month-to-Month,Bank Transfer,South,Low,1,1,1
3334,49,64824,2.5,29.62577269612632,34.39,Month-to-Month,Bank Transfer,East,Low,1,1,0
3335,60,53115,0.6,65.32180825038367,64.64,One Year,Bank Transfer,North,High,0,1,0
3336,24,36205,1.4,70.76752908242642,45.57,One Year,Credit Card,South,Low,1,1,1
3337,24,86275,0.5,69.19955588533826,52.82,Two Year,Bank Transfer,North,Medium,0,0,0
3338,40,35712,4.5,74.9579798855302,79.97,Month-to-Month,Electronic Check,West,Low,1,0,0
3339,48,40864,0.6,77.34041776026643,54.0,Month-to-Month,Bank Transfer,North,Low,0,1,0
3340,65,40606,4.2,16.685376241115243,55.07,One Year,Electronic Check,South,High,0,0,0
3341,51,24003,4.1,63.1074152787304,73.93,Month-to-Month,Credit Card,North,Low,0,0,0
3342,38,41884,2.2,45.46705240774794,58.65,Month-to-Month,Bank Transfer,West,Low,1,0,0
3343,28,86527,0.5,41.546363572172154,45.54,One Year,Bank Transfer,East,Medium,1,1,0
3344,57,51263,1.3,65.0874633797567,84.28,Month-to-Month,Mailed Check,West,Medium,1,1,0
3345,29,40826,1.4,23.85468136187647,53.52,Month-to-Month,Credit Card,North,Medium,0,1,0
3346,63,36718,4.2,23.48004509429824,21.99,One Year,Electronic Check,North,Low,0,1,1
3347,38,48145,0.4,66.40430939347091,53.38,Month-to-Month,Mailed Check,South,Medium,0,1,1
3348,62,60619,6.2,63.78014831519616,70.56,Month-to-Month,Credit Card,East,Low,1,1,0
3349,50,56110,5.0,57.46118780568718,67.12,Month-to-Month,Bank Transfer,South,High,0,0,0
3350,40,33438,0.7,39.161558714983535,43.72,Month-to-Month,Bank Transfer,East,Medium,0,1,1
3351,35,47984,4.4,68.38893342247823,51.99,Two Year,Bank Transfer,North,Medium,0,1,0
3352,37,52258,3.9,67.24545205708857,63.43,One Year,Bank Transfer,East,Low,1,1,0
3353,47,23064,4.8,56.53548127085418,81.49,Month-to-Month,Bank Transfer,South,Low,0,1,1
3354,43,44025,0.7,33.80822125714411,44.09,Month-to-Month,Electronic Check,South,High,1,0,0
3355,34,12225,0.6,47.34552977686888,32.37,Month-to-Month,Mailed Check,East,High,1,0,0
3356,39,52333,0.9,70.08100619543997,70.3,Two Year,Electronic Check,North,Low,0,1,0
3357,43,57710,1.6,78.88944201043216,73.94,Two Year,Electronic Check,West,Medium,0,0,0
3358,18,60545,5.5,49.12234113922609,55.46,Month-to-Month,Credit Card,East,Low,0,0,0
3359,47,32296,4.7,50.50588657945128,61.16,Two Year,Bank Transfer,South,Low,0,1,0
3360,29,47570,9.1,52.0895960555489,61.42,Month-to-Month,Bank Transfer,South,High,0,1,0
3361,27,87831,0.2,59.948074160397496,49.94,Month-to-Month,Electronic Check,North,High,1,0,1
3362,20,87340,0.0,44.54078859891957,44.47,Month-to-Month,Bank Transfer,South,Low,1,0,1
3363,18,39496,4.2,5.0,20.0,One Year,Bank Transfer,South,Low,0,0,0
3364,24,43331,1.1,76.46984202964774,78.95,Month-to-Month,Credit Card,South,Low,1,0,1
3365,32,73939,1.4,87.30440104892588,78.79,Two Year,Credit Card,West,Medium,1,1,0
3366,67,17580,2.8,43.97680252709718,44.6,Month-to-Month,Credit Card,North,Low,1,1,1
3367,35,33600,0.4,35.80023935946207,35.89,One Year,Bank Transfer,North,Low,1,1,1
3368,44,83663,3.6,52.532190596976,62.85,Month-to-Month,Mailed Check,South,Low,0,1,0
3369,47,68621,1.4,51.62493009288209,41.77,Month-to-Month,Electronic Check,East,Low,1,1,1
3370,43,49172,3.5,72.91933438893327,59.85,Month-to-Month,Electronic Check,North,High,1,1,0
3371,40,17532,6.3,55.983509949610685,57.57,Two Year,Electronic Check,South,Low,1,0,0
3372,26,39048,0.7,40.732789053318704,35.82,One Year,Credit Card,South,Low,0,0,1
3373,60,29014,9.4,31.26862988995512,47.82,Month-to-Month,Credit Card,East,Medium,1,0,0
3374,65,48149,2.6,70.58141532675413,54.44,Month-to-Month,Credit Card,South,High,1,0,0
3375,20,25715,9.0,65.79120234095649,79.6,One Year,Bank Transfer,West,Medium,0,0,0
3376,28,22830,0.8,74.09007780565274,83.44,Month-to-Month,Credit Card,South,Medium,0,1,1
3377,38,12891,3.2,37.57263848702031,52.26,Two Year,Electronic Check,West,High,0,0,0
3378,29,78589,1.8,88.09186419150993,69.15,Two Year,Credit Card,East,Low,0,1,0
3379,48,32213,5.2,23.613498872969735,65.89,One Year,Electronic Check,West,Medium,1,1,1
3380,32,43758,3.3,67.77281838522663,48.77,One Year,Bank Transfer,West,Low,1,1,0
3381,70,40085,2.4,20.627510190455773,27.49,One Year,Credit Card,South,High,1,0,0
3382,57,22312,8.5,40.77403512942758,57.09,Month-to-Month,Credit Card,South,Medium,1,0,1
3383,44,20080,1.7,83.09841274806325,70.74,Month-to-Month,Electronic Check,East,High,1,1,0
3384,55,23088,0.9,69.96455658056782,51.37,Month-to-Month,Credit Card,South,Medium,0,1,1
3385,56,26963,3.3,45.16803252123073,80.53,Two Year,Credit Card,North,Medium,0,1,0
3386,34,49100,3.4,45.66093322920961,55.38,One Year,Electronic Check,West,Low,1,1,0
3387,31,25909,2.0,56.81119799503796,52.81,Month-to-Month,Credit Card,South,High,0,0,0
3388,43,104879,2.3,64.254537833693,95.16,Month-to-Month,Electronic Check,North,Medium,0,1,0
3389,53,70610,11.2,77.52842888828854,87.15,Month-to-Month,Credit Card,East,Low,1,0,0
3390,43,62604,4.6,46.7877879170471,49.36,Two Year,Bank Transfer,West,Low,1,1,0
3391,21,37578,0.4,25.987868857230374,69.7,Month-to-Month,Credit Card,West,Medium,1,1,1
3392,31,92305,0.8,57.82543528687768,59.49,One Year,Bank Transfer,East,Low,1,1,1
3393,41,35599,13.0,46.76624492484889,54.2,Month-to-Month,Electronic Check,North,Medium,1,1,1
3394,41,39450,4.5,31.588593314527948,41.02,One Year,Electronic Check,East,Low,1,1,1
3395,67,44067,8.6,60.3580404756303,66.09,Month-to-Month,Electronic Check,East,Medium,0,1,0
3396,23,59041,1.3,51.16395242632979,43.96,Month-to-Month,Electronic Check,North,Low,1,1,0
3397,48,56971,4.7,60.517219716456296,67.56,One Year,Credit Card,West,Low,0,0,0
3398,61,30905,4.4,38.90000439663075,22.3,One Year,Credit Card,North,Low,1,1,1
3399,71,29937,1.2,63.76078954585898,71.89,Two Year,Bank Transfer,South,Medium,0,1,0
3400,36,57065,2.8,31.29223245841039,34.14,One Year,Bank Transfer,North,Low,1,1,0
3401,48,59479,3.5,40.1008349854615,46.48,Month-to-Month,Bank Transfer,West,Low,1,1,1
3402,49,32326,2.3,50.627543840429,48.63,Two Year,Credit Card,North,Low,0,0,0
3403,44,16764,6.1,86.35273146927486,68.43,Two Year,Electronic Check,South,High,0,0,0
3404,40,35809,6.3,69.12685663387289,79.39,Month-to-Month,Credit Card,West,Medium,1,1,1
3405,47,56553,6.7,74.38946507682022,56.71,Month-to-Month,Electronic Check,South,Medium,0,1,0
3406,18,108334,5.7,80.5073866001766,65.97,Two Year,Credit Card,North,High,1,1,0
3407,50,20767,2.3,119.85097844459573,108.11,One Year,Bank Transfer,North,Medium,0,1,0
3408,43,31741,1.7,55.74860321605181,42.51,One Year,Credit Card,South,High,1,1,0
3409,39,32397,6.2,80.5672166163374,71.02,Month-to-Month,Electronic Check,South,Medium,0,1,0
3410,68,84600,2.4,73.22743457923494,51.66,One Year,Mailed Check,East,Low,1,1,0
3411,33,39370,1.0,72.92858505953546,49.08,Month-to-Month,Electronic Check,North,Medium,1,0,1
3412,36,24366,2.5,86.93631312472326,71.75,Month-to-Month,Mailed Check,East,Low,1,1,0
3413,67,54572,0.5,47.45236544227942,53.05,Two Year,Bank Transfer,West,Low,0,1,0
3414,31,32126,4.1,46.02366956914517,72.13,One Year,Credit Card,West,Medium,0,1,0
3415,34,20467,1.4,60.75577924267351,90.28,Month-to-Month,Electronic Check,East,Low,0,1,1
3416,40,24562,1.1,51.71140410540603,43.71,Month-to-Month,Mailed Check,West,Low,1,0,0
3417,52,104164,11.0,60.73301535396712,51.59,Month-to-Month,Bank Transfer,West,Low,0,1,1
3418,44,49578,5.3,83.12947813095421,78.45,Month-to-Month,Electronic Check,East,High,0,1,0
3419,25,42585,5.4,46.39335899128699,53.0,Month-to-Month,Credit Card,South,Low,0,1,0
3420,35,34980,3.4,49.51577867331285,63.92,Month-to-Month,Credit Card,West,Low,1,1,1
3421,34,47130,6.4,58.137598063478386,64.76,Month-to-Month,Electronic Check,West,High,1,0,0
3422,40,46822,5.0,50.890268331546956,44.4,Two Year,Electronic Check,North,Low,1,0,0
3423,47,47131,3.2,20.547895095757227,32.22,Month-to-Month,Electronic Check,West,High,1,1,1
3424,47,42751,11.4,44.55770243141909,50.7,Month-to-Month,Electronic Check,South,Low,1,1,1
3425,18,64720,0.7,67.37271836027509,51.61,Two Year,Electronic Check,South,Medium,1,0,0
3426,55,40648,10.0,80.87584151678763,77.02,One Year,Electronic Check,South,Low,1,1,0
3427,45,23438,1.8,34.216865784320916,29.29,Month-to-Month,Electronic Check,South,Low,0,1,1
3428,59,28657,2.6,34.13291681384483,60.72,Month-to-Month,Electronic Check,South,High,0,1,1
3429,47,13514,0.5,55.544208448912045,35.74,One Year,Mailed Check,East,High,1,1,0
3430,56,122363,2.7,17.639288832198936,36.31,Month-to-Month,Credit Card,South,Medium,0,1,0
3431,48,64506,3.3,46.99053634623171,40.56,One Year,Credit Card,South,Medium,1,1,0
3432,59,25424,21.3,23.751242928074916,23.14,Month-to-Month,Credit Card,East,Low,1,1,1
3433,48,34371,12.9,79.64310339716437,36.15,Two Year,Electronic Check,North,Medium,1,1,0
3434,40,28274,11.9,41.15203922169272,36.54,One Year,Bank Transfer,West,Medium,1,1,0
3435,71,93751,1.5,84.75101535410249,82.66,Month-to-Month,Credit Card,East,Medium,0,1,1
3436,53,18380,16.6,75.0433843622501,63.5,Month-to-Month,Credit Card,East,Medium,0,0,0
3437,49,42743,2.1,43.3662886414465,32.69,One Year,Mailed Check,South,Low,0,0,1
3438,25,37809,6.7,35.70472653677061,58.89,Month-to-Month,Bank Transfer,West,Medium,0,1,0
3439,25,63244,0.9,51.51617651498341,31.29,Month-to-Month,Electronic Check,North,Low,0,1,1
3440,45,37903,2.5,53.11636076335234,64.16,Month-to-Month,Mailed Check,North,Medium,0,1,0
3441,43,15259,11.8,61.23064499114322,50.08,Month-to-Month,Bank Transfer,West,Low,0,1,1
3442,34,34957,10.3,41.02222078845678,36.86,One Year,Mailed Check,East,Medium,0,1,0
3443,43,23513,4.0,68.43510772339965,45.35,Month-to-Month,Electronic Check,South,Low,0,1,1
3444,62,41930,5.6,59.77590498999819,71.02,One Year,Mailed Check,East,Low,1,1,1
3445,51,88326,0.7,48.87288717911445,38.92,One Year,Credit Card,South,Low,1,1,1
3446,27,15418,4.5,42.18326820247559,47.11,Two Year,Bank Transfer,South,Low,0,1,0
3447,40,25845,3.4,51.67207030422365,39.53,Two Year,Electronic Check,East,Low,1,1,0
3448,31,29614,0.3,40.295777467103754,39.47,Two Year,Electronic Check,West,Low,0,1,0
3449,36,32536,0.4,56.05189650790458,60.57,Two Year,Electronic Check,West,Low,1,1,0
3450,36,60298,0.4,56.53789633395837,75.65,Month-to-Month,Credit Card,West,Low,0,0,1
3451,35,36481,4.5,59.71073110257411,39.52,Month-to-Month,Electronic Check,South,High,1,1,0
3452,25,50447,0.5,86.79236337409337,88.7,Month-to-Month,Electronic Check,South,Low,0,1,0
3453,40,28447,2.2,52.61599504540769,44.76,Month-to-Month,Mailed Check,East,Medium,1,0,0
3454,34,45545,1.5,73.08276160824069,52.31,Month-to-Month,Bank Transfer,East,Medium,1,1,0
3455,18,61561,2.8,59.13257314556263,76.25,One Year,Credit Card,South,Medium,0,1,0
3456,68,26828,4.3,50.711602565827825,44.48,Month-to-Month,Bank Transfer,East,Low,1,1,1
3457,56,61681,4.0,52.85513314087779,41.88,Month-to-Month,Credit Card,East,Low,0,1,1
3458,37,41307,2.5,53.9411246349751,59.86,Month-to-Month,Electronic Check,West,Medium,0,1,1
3459,42,71325,2.2,60.035818739107896,78.4,Two Year,Credit Card,North,Medium,0,1,0
3460,26,35926,1.8,37.73222622605854,55.9,Month-to-Month,Bank Transfer,East,Medium,1,1,0
3461,64,49497,6.9,28.623873097990593,27.88,Two Year,Electronic Check,South,Medium,0,1,0
3462,66,39248,1.4,66.77735308253696,48.79,Month-to-Month,Electronic Check,North,Low,1,1,1
3463,44,38066,1.1,71.16622898646267,69.8,One Year,Credit Card,South,High,1,1,0
3464,55,46277,4.8,68.42144499045045,72.52,Month-to-Month,Credit Card,North,Medium,0,1,1
3465,44,53919,1.6,57.789496334016505,62.27,Month-to-Month,Electronic Check,South,Low,0,1,0
3466,24,20185,6.6,68.8100432941592,56.91,Two Year,Bank Transfer,North,High,1,1,0
3467,36,88300,1.4,67.84172246830856,74.15,Month-to-Month,Electronic Check,West,Medium,0,1,0
3468,43,14431,4.2,69.17732846118918,59.34,Month-to-Month,Bank Transfer,North,Medium,0,1,1
3469,36,27538,0.2,39.528265215841955,35.66,One Year,Mailed Check,West,High,1,0,0
3470,39,38106,1.7,35.25486765121664,33.31,One Year,Bank Transfer,West,Medium,0,1,0
3471,40,50352,1.5,48.005753558459126,43.56,Two Year,Bank Transfer,South,Medium,0,0,0
3472,40,95501,5.9,54.6870860282322,92.09,One Year,Electronic Check,North,Medium,1,0,0
3473,42,14442,11.9,50.645419711618786,62.42,One Year,Bank Transfer,East,Low,1,0,0
3474,28,30356,2.2,21.219574035918242,27.22,Month-to-Month,Credit Card,North,Medium,1,0,0
3475,32,12459,6.1,85.99046701843255,80.45,One Year,Bank Transfer,North,Low,0,1,0
3476,25,40838,4.2,50.06717220005676,62.16,One Year,Bank Transfer,East,Medium,0,0,0
3477,54,46603,12.0,58.108679498385165,62.12,Month-to-Month,Electronic Check,South,Low,1,0,0
3478,18,96272,5.8,77.40188183373506,70.43,One Year,Credit Card,East,Low,1,1,0
3479,56,42888,0.3,12.79049914861831,26.76,Month-to-Month,Electronic Check,East,Medium,0,1,1
3480,60,71268,4.4,45.78951030558918,49.92,Month-to-Month,Electronic Check,West,Low,1,1,1
3481,38,55332,2.7,48.03188907556352,32.22,Month-to-Month,Credit Card,North,Low,1,1,1
3482,18,31590,0.1,48.946419181888395,49.09,Month-to-Month,Credit Card,North,High,1,1,0
3483,37,18491,1.0,51.87724136714885,49.6,One Year,Credit Card,East,Low,0,0,1
3484,41,46688,8.9,81.0484263720072,86.03,Month-to-Month,Bank Transfer,West,Medium,0,1,1
3485,28,17665,9.1,67.12225976309,55.65,Month-to-Month,Credit Card,West,Medium,1,1,1
3486,35,81827,5.6,72.24463483531893,73.42,Month-to-Month,Mailed Check,East,Low,1,1,1
3487,61,36712,14.0,55.84816489259663,25.62,Month-to-Month,Bank Transfer,East,Medium,1,0,0
3488,50,77446,5.7,29.81128516938098,52.93,Month-to-Month,Mailed Check,East,Medium,1,1,1
3489,29,30818,0.0,17.565453367371873,22.7,One Year,Bank Transfer,North,Low,1,1,0
3490,21,46530,1.2,27.47066098183064,37.64,Month-to-Month,Credit Card,East,Low,0,1,1
3491,37,45032,0.1,61.47578267498835,71.38,Month-to-Month,Credit Card,South,Low,1,0,0
3492,39,39152,0.3,55.57185482855743,61.19,One Year,Bank Transfer,South,High,0,0,0
3493,48,31635,0.9,51.21705434399186,54.8,One Year,Bank Transfer,West,Low,1,1,0
3494,35,49804,2.5,48.36561567867754,37.75,Month-to-Month,Bank Transfer,West,Low,1,1,1
3495,48,24115,6.6,91.21098835796944,69.67,Two Year,Bank Transfer,North,Low,1,1,0
3496,67,20636,6.9,40.18773536242346,64.87,Two Year,Bank Transfer,West,High,0,0,0
3497,52,79503,3.4,71.70075021008905,54.8,Month-to-Month,Electronic Check,North,Medium,1,1,0
3498,41,59870,9.2,55.03443284837789,57.54,One Year,Credit Card,North,High,0,1,0
3499,39,41616,2.4,53.903088787852056,34.47,Month-to-Month,Credit Card,West,High,1,0,0
3500,37,100290,7.7,76.17947587510139,85.3,Month-to-Month,Electronic Check,South,High,1,1,0
3501,57,34638,2.1,81.325546888446,62.63,Month-to-Month,Mailed Check,West,Medium,0,1,1
3502,33,83073,1.1,50.68810977607291,69.99,Two Year,Bank Transfer,South,Medium,1,0,0
3503,42,44203,8.7,69.38564894635856,40.12,One Year,Electronic Check,West,High,1,1,0
3504,42,22842,1.7,61.55004451870097,67.3,Month-to-Month,Credit Card,West,Low,0,1,0
3505,35,110904,2.4,55.133868498578465,49.39,Month-to-Month,Bank Transfer,South,Low,0,1,1
3506,24,69209,1.4,58.67658896782647,49.76,Month-to-Month,Electronic Check,East,Low,1,1,0
3507,46,37550,3.8,42.615841332792925,67.59,Month-to-Month,Credit Card,West,Medium,1,1,1
3508,41,59870,18.6,49.490210920040475,47.77,Two Year,Electronic Check,South,Low,1,0,0
3509,48,32143,0.1,44.54856496445129,48.15,One Year,Bank Transfer,South,Medium,1,1,1
3510,35,63324,8.1,71.22478089572056,70.16,Month-to-Month,Bank Transfer,East,High,0,0,0
3511,57,10774,0.0,53.28637992026088,42.2,Month-to-Month,Electronic Check,South,Low,1,1,1
3512,30,22904,1.6,31.641147556929308,20.0,Two Year,Bank Transfer,West,Low,0,0,0
3513,64,68774,0.6,41.97812998306442,60.31,One Year,Mailed Check,North,Low,0,1,0
3514,19,34985,5.0,5.0,20.0,Month-to-Month,Credit Card,South,Low,0,1,0
3515,47,44987,0.2,46.09913316612133,62.19,Month-to-Month,Electronic Check,East,Medium,0,1,1
3516,48,19134,2.8,55.677611171748694,49.13,Month-to-Month,Bank Transfer,South,Medium,1,1,0
3517,31,110893,1.2,52.549554720394475,45.39,Two Year,Electronic Check,South,High,1,0,0
3518,47,77249,0.5,90.64277832756505,84.81,Month-to-Month,Credit Card,South,Low,1,0,1
3519,58,35940,5.2,65.34830873647067,63.27,Month-to-Month,Electronic Check,West,Medium,0,1,0
3520,18,32125,0.9,64.54813335560472,54.69,Month-to-Month,Credit Card,South,Medium,1,0,0
3521,48,70705,0.9,25.421157377735,26.72,Month-to-Month,Credit Card,South,Medium,0,1,1
3522,18,119414,1.1,48.43644302589161,36.82,One Year,Bank Transfer,East,Low,0,1,0
3523,29,67816,3.1,46.24006946817348,60.1,Month-to-Month,Electronic Check,East,Medium,1,1,1
3524,63,132520,3.8,40.85053842145586,41.86,Month-to-Month,Credit Card,East,Low,0,1,1
3525,34,24166,0.1,40.60214802075976,51.18,Month-to-Month,Bank Transfer,South,Low,0,1,0
3526,26,25574,1.0,22.45378682905077,37.33,Month-to-Month,Electronic Check,North,Low,0,1,1
3527,39,20870,2.0,32.034642315736086,31.03,Month-to-Month,Bank Transfer,East,Medium,0,1,0
3528,68,51173,1.4,70.73368124976908,39.52,Two Year,Electronic Check,South,Low,0,1,0
3529,18,44204,7.5,52.42753554412272,90.7,Month-to-Month,Bank Transfer,South,High,0,1,0
3530,28,36916,5.4,45.88475647106199,52.72,Month-to-Month,Credit Card,North,High,1,1,0
3531,61,62635,3.4,54.902595976251256,73.48,One Year,Credit Card,North,Medium,0,1,1
3532,66,79045,1.4,76.01303221662072,77.16,Two Year,Electronic Check,East,Low,1,1,1
3533,40,17341,4.2,55.075789375764145,54.51,Month-to-Month,Electronic Check,South,Medium,0,1,1
3534,25,28901,6.5,64.72673435675868,62.34,Month-to-Month,Electronic Check,North,Low,1,0,1
3535,69,63011,3.2,39.76111283701137,43.7,One Year,Bank Transfer,North,Medium,0,1,0
3536,62,31031,5.4,43.86466088655906,66.54,Month-to-Month,Credit Card,North,Low,0,1,0
3537,50,25873,4.8,61.371583931146155,73.24,Two Year,Mailed Check,South,Low,0,1,0
3538,31,70276,3.0,89.06776675006805,59.72,Two Year,Bank Transfer,East,Low,0,1,1
3539,41,19747,1.3,80.73594747126774,73.81,Month-to-Month,Bank Transfer,North,Low,1,1,0
3540,39,34000,4.8,65.4909052502105,75.91,Month-to-Month,Credit Card,South,Medium,1,1,0
3541,46,48086,0.8,57.72580768289293,47.0,Month-to-Month,Electronic Check,North,Low,0,1,0
3542,60,29272,5.3,80.21924840128908,67.04,Two Year,Mailed Check,North,Low,1,1,0
3543,53,61742,5.7,69.30420981481222,70.91,One Year,Electronic Check,West,Low,0,1,0
3544,27,29352,6.0,13.714083597328099,22.63,Month-to-Month,Credit Card,East,Medium,0,1,0
3545,59,87093,2.2,36.029244738606,38.8,Month-to-Month,Bank Transfer,East,Medium,0,0,0
3546,46,37452,0.7,61.08652585644277,66.09,One Year,Credit Card,North,High,1,0,0
3547,50,58058,0.4,22.8345838200825,32.43,Two Year,Electronic Check,South,Medium,1,0,0
3548,61,60494,4.8,38.84339791437648,38.89,One Year,Credit Card,South,Medium,0,1,0
3549,27,28420,7.6,42.403331014156464,64.56,Month-to-Month,Mailed Check,East,Low,1,1,0
3550,41,12972,3.7,50.389013687574995,58.94,Month-to-Month,Mailed Check,South,Low,0,1,1
3551,35,48943,0.5,49.82625625192826,47.25,Month-to-Month,Bank Transfer,East,Medium,1,1,0
3552,21,41762,9.6,49.79583231099711,62.26,Two Year,Bank Transfer,North,Low,0,0,0
3553,46,54486,15.8,69.85553531032565,72.17,Month-to-Month,Electronic Check,South,High,1,1,0
3554,74,35433,2.0,50.22597042189038,47.7,One Year,Electronic Check,West,Medium,1,0,0
3555,18,31674,3.2,48.07665762271779,75.05,Month-to-Month,Credit Card,South,Low,1,1,1
3556,41,121134,5.3,30.714902125416707,61.66,Month-to-Month,Electronic Check,North,High,1,1,0
3557,50,17857,4.7,73.43823163574484,33.26,One Year,Credit Card,South,Low,1,1,0
3558,43,60094,12.0,42.913044748945254,41.25,Two Year,Electronic Check,East,Low,1,1,0
3559,40,29259,0.4,35.43345409597705,20.0,Month-to-Month,Credit Card,North,Low,0,0,1
3560,25,33366,3.0,58.83563034764148,55.18,Month-to-Month,Electronic Check,East,Medium,1,1,1
3561,45,33711,4.1,41.195057277104866,39.14,One Year,Electronic Check,West,Medium,1,0,0
3562,32,25799,7.7,45.532850683702705,42.02,One Year,Bank Transfer,South,Low,1,1,1
3563,18,54949,7.3,59.65228313774324,78.57,One Year,Electronic Check,North,Medium,0,1,1
3564,57,86236,13.4,49.12331277196799,27.81,Month-to-Month,Electronic Check,East,Low,0,1,0
3565,54,51974,2.5,96.60896875541141,72.16,Month-to-Month,Electronic Check,North,High,1,1,1
3566,42,42483,6.2,53.65308622025444,56.26,Two Year,Bank Transfer,North,High,0,1,1
3567,44,23329,2.0,66.121087939826,60.55,Two Year,Credit Card,North,Medium,1,1,0
3568,55,53329,1.9,20.049507145126988,35.95,One Year,Credit Card,North,Medium,1,1,0
3569,44,131398,1.0,39.508315625534856,22.31,Two Year,Electronic Check,West,Low,1,0,0
3570,53,32552,6.0,35.43555349149918,29.77,Month-to-Month,Credit Card,East,Low,0,1,0
3571,38,32637,14.9,37.82116498055268,66.48,Month-to-Month,Electronic Check,South,Medium,1,1,0
3572,59,29478,1.0,62.479683889066045,44.2,One Year,Electronic Check,West,Low,1,1,1
3573,46,30663,0.2,73.64017121999338,89.68,Month-to-Month,Credit Card,East,Medium,0,1,0
3574,44,8866,5.9,61.203349083421195,41.36,Two Year,Bank Transfer,South,Low,0,1,0
3575,25,50149,3.4,50.92039677580644,41.97,Month-to-Month,Electronic Check,North,Medium,0,1,1
3576,45,25208,11.2,43.64460930317645,35.42,Month-to-Month,Bank Transfer,East,Medium,0,1,0
3577,31,16553,1.0,75.04479552135716,90.69,Month-to-Month,Electronic Check,South,Low,0,1,0
3578,33,60733,0.3,92.28259817478752,57.16,Month-to-Month,Electronic Check,South,Medium,1,1,0
3579,31,22134,2.4,57.43100268610644,63.9,One Year,Electronic Check,South,Low,1,0,0
3580,28,33313,0.3,71.9085351532883,64.45,Month-to-Month,Mailed Check,North,Low,1,0,0
3581,69,89908,1.1,61.18066629631855,63.91,Month-to-Month,Electronic Check,East,Low,0,1,1
3582,59,18489,0.5,68.5990883163806,83.98,Two Year,Credit Card,North,Low,0,0,0
3583,66,17275,0.9,34.03815799401791,56.04,Month-to-Month,Electronic Check,South,Low,1,0,1
3584,26,46542,0.4,46.213546957441764,31.08,Two Year,Credit Card,North,Medium,1,1,0
3585,42,75524,10.8,62.11844992082051,61.87,Month-to-Month,Credit Card,East,High,1,0,0
3586,25,16883,1.1,76.82483699347563,81.58,Month-to-Month,Electronic Check,South,High,1,0,0
3587,32,50223,2.1,40.27358401052186,45.25,Month-to-Month,Bank Transfer,East,Low,1,0,1
3588,30,55245,8.0,18.40061600127772,20.0,One Year,Bank Transfer,North,High,0,1,1
3589,58,12932,4.0,46.031240324057514,32.79,One Year,Electronic Check,South,High,0,1,0
3590,36,62266,3.4,73.1823528582685,81.25,Two Year,Credit Card,North,Low,0,0,1
3591,55,64999,4.3,26.489879360418712,45.76,Month-to-Month,Credit Card,East,High,0,1,1
3592,49,33810,6.2,33.815441941631484,28.62,One Year,Bank Transfer,North,High,1,0,0
3593,71,79920,7.4,57.80653454892002,68.3,Month-to-Month,Bank Transfer,East,Medium,1,1,1
3594,22,74985,3.6,52.91251745029365,80.98,Two Year,Electronic Check,North,Low,0,1,1
3595,58,42476,7.7,65.70039666795809,80.62,Two Year,Bank Transfer,West,Medium,1,0,0
3596,56,31310,2.7,32.88291831197958,64.22,Month-to-Month,Electronic Check,South,Low,0,1,1
3597,29,23504,1.1,49.150385304963976,59.6,Month-to-Month,Electronic Check,North,High,1,1,1
3598,55,39314,7.4,76.51333724325576,71.43,Month-to-Month,Bank Transfer,North,Low,1,1,0
3599,46,54905,2.7,33.527868514537886,43.4,One Year,Electronic Check,South,High,0,0,0
